text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
بلاها فيديوهات بكاء النواب رجاله وستات دا مش دورهم دا دورنا احنا هما قطارهم عدي خلاص وضيعوا الفرصه 😡,1,0,1,0,0,0,0,1,1,0,0
انفعالي لما احد يحكيني انه الشخص اللي يحبه قاعد يوجع قلبه مو طبيعي وكانه بكل مره الوجع بقلبي انا,1,0,1,0,0,0,0,1,1,0,0
من كثر ماني بمتعوّد علي الفرقا صرت اتوادع مع ايّه واحد اشوفه,1,0,0,0,0,0,0,1,1,0,0
يارب كثر شعور الفرحه اللي من هالنوع يارب,0,0,0,0,1,0,1,0,0,0,0
ادين الله بان حماس ارهابيه جدا فقد ارهبت الكيان الصهيوني لاكثر من ربع قرن او يزيد فكيف لا تكون ارهابيه حماس ليست ارهابيه,1,0,0,0,0,0,0,1,1,0,0
الفراق مو للحبايب وبس في فراق اصحاب كانوا روحك واتوقع هذا الفراق الاليم💔,1,0,0,0,0,0,0,0,1,0,0
تميم الخيانه الكبري تميم مستفزع بشعبه ومخلي عزوته مرضي عمامه ومزعل خوله 🤣 بدال مايصير عون صار فرعون قال انفخ شاريم قال مامن برصم,1,0,1,0,0,0,0,0,1,0,0
كعاده المصريين علي مر التاريخ مصابون بالهلع و الخوف من المجاعات هم اكثر الناس استفاده من النيل يحبون الشكوي دوما,0,0,1,1,0,0,0,0,0,0,0
ده مش ارتباك ده لعب عيال واستهبال ده مصير دول فوقوا يرحمكم الله,1,0,0,0,0,0,0,0,0,0,0
حاجه كده تحفه ريح المدام 💕خفه دم حاجه لذيذه بتتفرج وانت مبتهج وبتضحك من قلبك بدون اسفاف ولاابتذال 🏆تستاهلو الكاس اكرم فهمي 💕,0,0,0,0,1,1,1,0,0,0,0
حلقه اليوم مرعبه تكثر من الايام اللي فاتوا مدري ليش☹️💔 رحمت الشاب خالد والله خفت ينجلط ياعمري عليه😭 رامز تحت الارض,0,0,0,1,0,0,0,0,0,0,0
مؤخرا امارس لعبه مع نفسي امسك قران او كتاب و افتح بعشوائيه و اقول اول صفحه تطلع ببحث فيها برساله موجهه لي وتناسبني بمرحلتي الان بهجه,0,1,0,0,1,0,1,0,0,0,0
ممكن الشخص الي ببالي يجي يكلمنيلاني اشتقت الله يلعنك😤,1,0,0,0,0,1,0,0,0,0,0
هه بالله الخيانه صارت نزوات اذا كذا انت مو ضد خيانه المراه باعتبارها نزوه بعد,1,0,1,0,0,0,0,1,0,0,0
ماتدرون سعد رضا ولا بعده زعلان طيب الحين ليه مانادوني ارقص معهم 💔,0,1,0,0,0,0,0,0,1,0,0
باروح عند جدتي بعد شوي وعندها خبر اني تخرجت وما ادري اش بتسوي ههه اخاف تبكي فاحزن 💖💖,0,0,0,1,1,1,1,0,1,0,0
الف الف مبروك للشاعرمحمد بن مصوي اتمني لك التوفيق والنجاح وباذن الله تعالي المركز الاول 🌹 جائزه كتارا لشاعر الرسول,0,0,0,0,1,1,0,0,0,0,0
لما تكون مستقر عاطفياً وبليد لمده سنتين بس الحين بديت تهيج بدون انذار صعععبببب,1,0,0,1,0,0,0,0,0,0,0
اي زينه المسلسل قوي اذا متتحملين لا تشوفيه احسن مشاهد قويه وكل شيء بيها تحسين بغضب بقرف بحزن تتخبلين من هيجي شيء,1,0,1,0,0,0,0,0,1,0,0
في غيابك احتفظ بالجرح وباقي الذكريات اشياء تصنع لي من احزاني فرح بنت ذوق,0,0,0,0,0,0,0,0,1,0,0
معاك اعيش الفرحه بدون حدود واحبك حب اكبر من مدي سنينك💕💕,0,0,0,0,1,1,0,0,0,0,0
معاك احس الرضا محتويني ليتني من بدايات عمري عرفتك ,0,0,0,0,1,1,1,0,0,0,1
دكتور خير ياباشا تحت امرك ده بيدلع يادكتور انا بحس في ايدي بتنميل وانا بحركها والسبابه مبعرفش احركه ايه حصلك 😱 ابدا الحمار عضني فيها😂😂,0,1,0,1,1,0,0,1,0,0,0
ارجو الاجابه وجزاك الله خيرا هل وقع الطلاق ويحتاج عقد جديد طبعا يقول الرجل ان هذا حدث بعد شجار طويل بينه وبين زوجته,0,0,0,0,0,0,0,0,0,0,0
اللهم انا نسالك في اخر جمعه من شعبان ان تشفي كل مريض وترحم كل ميت وان تشرح صدورنا وتيسر امورنا وان تجعل يوم الجمعه فرج لكل صابر,0,1,0,0,0,1,1,0,0,0,0
اذا هبت رياحك فاغتنمها فان لكل عاصفه سكون,0,1,0,0,0,0,1,0,0,0,0
مشروع تطوير الجزر اذا تم بهذه الاليه استقلال اداري مالي تشريعي فهذه خيانه عظمي للوطن وقد نفقد الجزر بالمستقبل البعيد عن طريق الاستفتاء,1,0,0,1,0,0,0,0,0,0,0
مسوين منتو زعلانين علي الرابع لا انا زعلان كان الفيصلي والفنح في متناول اليد وبكل بساطه تقوم تتعادل بغباء وتخسر باستهتار شئ يقهر الاتحاد,1,0,0,0,0,0,0,0,1,0,0
بعمق الوجع توشحت السواد بعمق الالم توسدت التراب واي صبر انت يا صبر وانا اعلن الحداد,0,0,0,0,0,0,0,1,1,0,0
و سيشهد التاريخ ان اي مصيبه ف العالم بيتحملها الانقلاب ف مصر 😃 الانقلاب شال فوق طاقته يرضي مين,1,0,0,0,0,0,0,1,0,0,0
انا اللي يحب حبيبه ويصونه وقت جوعه 😊,0,0,0,0,0,1,1,0,0,0,0
كيف كنا وكيف صرنا وكيف كان الوقت حلو بكلامنا وكيف الحين صار يضجر كلامنا,0,0,0,0,0,0,0,1,1,0,0
بتنام بدري ع اكونت وتسهر لوحدها ع اكونت تاني وده قمه اللهو والمجد ميكس كده مع بعضه ظريف 🚶,0,0,1,0,0,0,0,1,0,0,0
تفجير ف كنائس وقتل ف ابرئ كل هذا تحت مسمي الاسلام تخريب مش ترهيب جاهل ياسيدي العزيز انت فيم يحدث ام ماذا ام انتم اقوال فقط وخطب,1,0,0,0,0,0,0,0,1,0,0
بتخاف تفكر بحريه لا حد يشوفك,0,0,0,1,0,0,0,0,0,0,0
ههه مخدر القنب الهندي شائع جدا في تونس و يبعث علي النشوه و ينسيك انو بلحه رئيسك مثلا ,0,0,0,0,1,0,0,0,1,0,0
حلمه قد اصبح كابوس,0,0,0,1,0,0,0,1,1,0,0
لا ترضي بنصف حب ولا بنصف فراق اما كل شي او لا شي علي الاطلاق ,0,1,0,0,0,1,0,1,1,0,0
والله شي محزن يارب ترحم من مات منهم وساعد وعاون من تعاني منهم يارب يارب 💔 كابوس حوادث المعلمات,1,0,0,0,0,0,0,0,1,0,0
النشوه الكفريه اللي تجيك وتروح تعتقد انها ببلاش 😅 ولكن من شرح بالكفر صدرا فعليهم غضب من الله عقلانيون,1,0,0,0,0,1,0,0,1,0,0
هه هه بطلوا دراما جيبوا دليل يثبت برائتها اصلن الفديوا مدينها كيف تقول مذعوره وتقول بتوب علي يدك حمير عندك امك احنا,1,0,1,0,0,0,0,1,0,0,0
قناعه حياتك من صنع افكارك سعاده الانسان او شقاوته او قلقه او سكينته تنبع من نفسه وحدها ☕,0,1,0,0,1,1,1,0,0,0,0
اليوفي مهزوم هزيمه ثقيله و انا مكتئب,0,0,0,0,0,0,0,1,1,0,0
علي سبيل الفرحه اليوم عيد ميلادها عساني بكل عيد ميلاد معاها 😪💔,0,0,0,0,1,1,0,0,0,0,0
سعد الدين وش هالخبث 😮😮 ,1,0,1,0,0,0,0,0,0,1,0
يوم احببتك تمنيت لو متُّ قبل ان نلتقي خشيه ان نفترق وحين افترقنا ادركت بامكان المرء ان يموت اكثر من مره عندها ما اخاف الموت صار الحبّ خوفي,0,0,0,1,0,1,0,0,1,0,0
قد ايش حماسي دا الفيلم😍❤❤,0,0,0,0,1,0,1,0,0,1,0
شعور اني مزعله شخص قريب من قلبي شعور كلب جدا يارب لا تخليني حسره بقلب احد 😪 💙,0,0,0,0,0,0,0,0,1,0,0
ودي اعرف وش اللي يضحك بالضبط 😭😭,1,0,1,0,0,0,0,1,1,1,0
بهجه امل ١٢٥تصفحت رسوماتي القديمه و شفت الفرررق و التطور واضح بينها وبين الجديده انا سعييييده جدا😍😄💕نفس بالضبط لما الانسان يشتغل ع نفسه,0,0,0,0,1,0,1,0,0,0,0
الله لا يجعلكم تجربون وجع القلبقد ايش يهلكّ,0,0,0,0,0,0,0,0,1,0,0
الف الف الف نرفزه ع الصبح,1,0,1,0,0,0,0,0,0,0,0
لم ار ذاك الواعظ الفظ مبتسماً مثل تلك الابتسامه الفارهه وهو يستلم شنطه مريبه من ذلك المسؤل القطري اعتدناه بيننا خشناً متجهماً ازمه اخلاق,1,0,1,0,0,0,0,0,0,0,0
ياشركه الكهرب بتشترون لنا اجهزه جديده ومكيفات جديده اذا خربت اجهزتنا من كثر مايطفي ويشتغل الكهرب بساعتين يشتغل ويطفي ٦ مرات 😡,1,0,1,0,0,0,0,0,0,0,0
١٣ مر سنتين وللحين يجيني نوبات هلع من بعد ما احترق البيت وانا داخله,1,0,0,1,0,0,0,0,1,0,0
اشتقت لايام مدرسه زعبيل وايام المراهقه😗💃تخرجت يعني من سنوات😳😟 كنه امسكان همنا الدرجات بس كبرنا و كبرت همومنا معانا انا دراما 😅,0,0,0,0,0,1,0,0,1,0,0
اتمني من الهلاليين ان يفرحو ببطولتهم دون الاساءه للاخرين معا لنعيد الدروس الهلاليه في طريقه الافراح الملكيه المميزه 💙 💙,0,0,0,0,1,1,1,0,0,0,0
ما عندي وقت لهم 😉 و مو شاغله بالي بشيء و لا يهمني بس احب استفزكم بالحقيييييقه بس انسي كلامي معك سار تافه باي 😘,1,0,1,0,0,0,0,0,0,0,0
واضح ان الكل حانق علي اللجنه والاختيارات من اول ما طلعت كانت واضحه 🙂 لكن وش تقول,1,0,1,0,0,0,0,0,0,0,0
بنقول وقولنا وحانقول وقت الهمبكه خلاص خلص ومافيش ضغط باسلوب تاني خلاص كل واحد حاياخد قراره ويتحمل مسئولياته من غير خوف طالما صح,1,0,0,0,0,0,1,0,0,0,1
هدير وبيبو وفولورز كل سنه وانتي طيبه يادودو وبعوده الايام تفرحي وتتهني وب عيدك نغني ونضربلك سلام 😂 😂,0,0,0,0,1,1,1,0,0,0,0
رفض علاج هدا العنزي ياربي لين متي اهمال الصحه,1,0,0,0,0,0,0,0,1,0,0
بس احنا ولاد ناس لما بنزعل مش بنجرح في حد بنسكت ونحتسب,1,0,1,0,0,0,0,0,1,0,0
احتاج ها الوقت كريب لوتس ونوتلا☹️❤️,0,1,0,0,0,0,0,0,1,0,0
وش هالكابه بالاتراك الله ياخذهم كل نهايتهم حزن وبكبكا,1,0,1,0,0,0,0,0,1,0,0
روحت من الشغل ومزلت واعي لعند توا قلق بكل الاشياء الي بداخلي تتصارع وصوتها عالي ومش قادر نرقد شكلي حنولع السياره ونبرم,1,0,0,1,0,0,0,1,1,0,0
مفيش دقيقه بتعدي من غير ضحك هموت 😂 😂,0,0,0,0,1,0,1,0,0,0,0
صباح الفٌل بعد حديثك عن ازهار الفٌل مررتٌ علي مشتل و سالته عنها بعد رؤيتها زاد حنيني لك و روحي تغير حالها و صار الصمت يغلب علي,0,0,0,0,1,1,1,0,0,0,0
الواحد محتاج يبعد عن الناس اللي بيشوفهم شويه عزله,0,0,1,0,0,0,0,1,1,0,0
عن التنهيده اللي بعد وجع مثلا 💔,0,0,0,0,0,0,0,0,1,0,0
الغريبه تحس ان الارهابي شغال طول الاسبوع وبيقضي الويك اند تفجيرات 😀,1,0,0,0,0,0,0,1,1,0,0
طيب واللي بيصدقوه يبقوا ايه حاجه تغيظ فعلا,1,0,1,0,0,0,0,0,0,0,0
اهمال المدارس الثانويه في تاخير الملفات يعني مدري وش بيستفيدون اذا اخروها تري ورانا تسجيل جامعه مو فاضين احنا,1,0,0,0,0,0,0,1,0,0,0
محتاج اكلم واحده تحنن عليا حزني فالموبيل 😂,0,0,0,0,0,0,0,0,1,0,0
عفوا فيروز الغضب الساطع بجياد الرهبه لم يات بعد مازلنا نفتقد الفرسان في زمن الخيبه والخذلان اضراب الكرامه,1,0,0,0,0,0,0,0,1,0,0
مش قادر استحمل اكتر من قده 😤😤,1,0,0,1,0,0,0,1,1,0,0
بكره بيخلص هالكابوس والله,0,0,0,0,0,0,1,0,1,0,0
اعتقد انني احتاج لمكان هادئ وبعيد جدا عن ضجيج الحياه حيث ان صراخي لا يسمع ابدا,0,0,0,0,0,0,0,0,1,0,0
متجر قهوه مجيد ماشاء الله الله يزيدك ويبارك لك في رزقك تستاهل كل خير مدري ليش كل م اشوفك تتوسع بتجارتك احس بسعاده كبيره 😀,0,0,0,0,1,1,1,0,0,0,0
احس بسعاده موب طبيعيه لما قلت لناسس الحلوه اللطيفه اللي بحياتي شعوري تجاههم❤️❤️❤️,0,0,0,0,1,1,1,0,0,0,0
ياخي اللي بيحكوا بسرعه بصدعوني 🤕واللي بيحكي بطيء بجنني 😤 لو بنفع اطخهم ما بقصر ,1,0,1,0,0,0,0,0,0,0,0
مش كل الضحك انبساط ممكن يبقي ضحك من كتر الوجع ,0,0,0,0,0,0,0,1,1,0,0
رمضان كريم يارب شهر الخير اقبل بالافراح لا تحرم اللي يرتجي منك غفران انزل علينا رحمه منك نرتاح نرفع يدينا نرتجي منك رضوان لخبطه,0,0,0,0,1,1,1,0,0,0,0
ده عيد تحرير سيناء في بهجه عن العيد ده والله 😂 🙂,0,0,1,0,1,0,0,0,0,0,0
اتفنن في اخفاء حزني وتمثيل السعاده لاقتل نفسي صمتا ,0,0,0,0,0,0,0,0,1,0,0
انا واثق في مستوي وقوه اليوفي لكن خايف من الحظ اللي دايم يخذلنا ف النهائيات خساره ٦ نهائيات من اصل ٨ شي مرعب,0,0,0,1,0,0,0,0,0,0,1
امنيه قلبي الوحيده ان لا يريني الله بك حزن ولا يريني بك بعد فلا سعاده تاتي بدونك,0,1,0,0,1,1,1,0,0,0,0
اي حلو وانت مرعب العالم حاط السكين علي يمينك 😨 😨 الله يكفينا شرك اللي ما يرسل شيء حلو دغدغه بها 😆 😆,1,0,0,1,0,0,0,0,1,0,0
الخنزير كلب المخابرات اللي خايف لاسياده يغضبوا عليه انا مش عارف انت شايف نفسك ازاي ولا لما بتقعد مع نفسك,1,0,1,0,0,0,0,0,0,0,0
ياويلي حلقه حب اعمي نزلت دموعي اللي حابستها من سنه صيحتني صياح مب طبيعي 💔,0,0,0,0,0,0,0,0,1,0,0
 عيد سعيد ياا اجمل اعيادي ☺❤,0,0,0,0,1,1,1,0,0,0,0
حروف كلماتك تجرحني وانت ما تحس 💔 قسوه ضيقه حزن دمعه,0,0,0,0,0,0,0,1,1,0,0
احس تسوي فيني مقلب والله ما اصدق انها ضجرت عشان ذا الشي البايخ التافه💔🙂,1,0,1,0,0,0,0,0,0,0,0
هو اللي بيغيرلي مودي دايما 🙈 بيديني جرعه تفاؤل وانشكاح للحياه 😊 💙 انا مش عارفه من غيره كنت هعيش ازاي 👀 💔 تويته في عشق البطيخ 😍 🍉,0,0,0,0,1,1,1,0,0,0,0
مباراه بدون هزيمه والواحد مش عارف يستحمل من حرقه الدم بسبب خساره ماتش امال الناس اللي بتخسر بال ماتشات ورا بعض دول عايشين ازاي,1,0,1,0,0,0,0,1,0,0,0
رايحه رد سي عشان اشتري لابكوت واخر شي يطلع المحل مقفل 😠 مقفل معزل المحل بكبره مو موجود 😠😠,1,0,1,0,0,0,0,0,0,0,0
هذا سؤالي ابي اعرف وش صار عليهم واذا شوق تعالجت ولالا 💔,0,1,0,1,0,0,0,0,1,0,0
حين افكر بفراقنا المحتوم يبكي البكاء طويلا ويشهق بالحسره بالحسره الله يعز الوطن ويعز حكامه,0,0,0,1,0,0,0,0,1,0,0
لازم ايقافهم عند حدهم😠نواب امه ماينشد فيهم الظهر,1,0,1,0,0,0,0,0,1,0,0
عزيزي علي سالم البيض في هذه الليله المباركه من شهر رمضان اتمني ان ينالك ولو قسط من معاناه شعب الجنوب والتي انت سببها الاول الله لاسامحك,1,0,1,0,0,0,0,1,1,0,0
يوووه ي التوتر و اللعب في الاعصاب ما بغا يجي الهدف 😪💔,1,1,0,1,0,0,0,0,1,0,0
كلمه اسف هادي الكلمه من صفات الطيبين ليش ما بتسامحوا ليش اهانه الشخص الي اعتذر منكم احترموا اعتذاره 💔,1,0,0,0,0,0,0,0,1,0,0
سكون الطمانينه سعاده 💜,0,0,0,0,1,1,1,0,0,0,0
احبك وصل وبعاد احبك رضا وعناد ❤,0,0,0,0,0,1,0,0,0,0,0
يي اليوم بجرب اسوق 😱 خايفه,0,1,0,1,0,0,0,0,0,0,0
استشاطوا غضبا المتصهينين العرب من اجل تجريم حماس اكثر من الصهاينه انفسهم,1,0,1,0,0,0,0,0,0,0,0
اسامه فقيه بالمعزب السعاده ليست حلما ولا وهما بل هي تفاؤل وحسن ظن بالله وصبر بغير استعجال,0,0,0,0,0,0,1,0,0,0,1
السعاده مرتبطه ب الايمان ايمانك بان الله خلقك وهو يري الخير لك فلن تجد سعاده بعيد عنه امن فقط وهو سوف يرعاك فما اجمل الحياه قرب الله,0,0,0,0,1,1,1,0,0,0,1
ساعه استجابه يارب اجعلني راضي بنصيبي في كل شيء في حزني وسعادتي وامنحني طمانينه تجعلني ارضي باقدار كتبتها لي 💜 ✨,0,0,0,0,0,1,1,0,0,0,0
قمت من النوم احس بسعاده مدري وش صاير بس كذا فجاه,0,0,0,0,1,0,1,0,0,0,0
قلبي يحب اهل النفوس الخفيفه اللي بهم عن جاير الوقت تخفيف اللي ليا جيتهم وهموم قلبي كليفه خلوني اسج عن جميع المواليف,0,0,0,0,1,1,1,0,0,0,0
اعلان يستحق جايزه اجمل اعلان لعام بهجه تفاؤل لحن اخراج عمل متكامل ويشجعك فعلا علي المساهمه في الخير ده برافوو 👏 👏,0,0,0,0,1,1,1,0,0,0,1
لا تزيد تنكد عليهم مساكين اللي جاهم كفايه ماجزين قبل الابتدائيه الله يجيرنا,1,0,0,0,0,0,0,1,1,0,0
 هو انت علي طول مكتئب كده ليه 😃 انت حبيت قبل كده 🤚 💔 😔,0,0,0,0,0,0,0,1,1,0,0
هدوء عمرو دياب مزاج ❤️❤️❤️❤️❤️,0,0,0,0,1,1,1,0,0,0,0
كثير طبعا طحاله دلدل لما سمع التفسير ده وقلبه وقع في لباسه من الرعبيرجع بقي لا كمل لحد دمشق وصل دمشق دخل من باب من ابوابها ,0,0,0,1,0,0,0,0,0,0,0
فرحان عايز اضحك 😂 😂,0,0,0,0,1,0,0,0,0,0,0
خفيف لطيف انشاء الله دا اليوم يكون عليكم خفيف لطيف 🙏 🏽,0,0,0,0,1,1,1,0,0,0,0
ارهب لحظه عندي وممكن تريحني حاله الوصول الي اتفاق احس كذا شعور الحريه 🌚,1,0,0,0,1,0,1,0,0,0,0
شتسوي وقت العصبيه اظل ساكته الين ما يجي احد ويسالني وش فيني و انفجر عليه 😤,1,0,0,0,0,0,0,0,0,0,0
والله يرحم الي تسببت بالحادث بنت شابه قطعت الاشاره الحمراء وصار الي صار حادث مروع يارب لطفك 🌹,0,0,0,0,0,0,0,0,1,0,0
 انا كنت اسمعهم بالافلام المصريه يقولون وشك يقطع الخميره من البيت الحين عرفت معناها 😘,1,0,1,0,0,0,0,1,0,0,0
هاذا حظي من علي الدنيا وعيت كلما اضوي شمعه بدربي انطفت من جميع الناس ياربي وفيت ليه بس الدمعه هي اللي معي وفت ,1,0,0,0,0,0,0,1,1,0,0
كما انني اتمني لو ان تتاح لي الفرصه بالدبلجه لقنوات الرسوم المتحركه لذا لا افهم هل اعتبر ما قلته لي اهانه مثلا 🙃 😂,0,0,0,0,1,0,0,0,0,1,0
البعض ما اعرف كيف يفكر تحصله كانه حزين وهو صايم 😣 ياخي هذا رمضان ما عزاء عشان تزّعل نفسك وتبوز🙁,1,0,1,0,0,0,0,0,0,0,0
الوجع الحقيقي هو الذي يفضحك من صوتك من غصه الوجع بصدرك وتشتهي ان تبكي طويلا لعلك تنسي 💔,0,0,0,0,0,0,0,0,1,0,0
طيب ولو يعني قالولي اتركك انتي ليه تزعلي وتحزني انا اخترتك وانا افكر فيك❤ ف ليه بهتم بحكيهم وابتعد 💭,0,1,0,0,0,1,0,0,0,0,1
نشعر بامتعاض وخيبه امل من تصرفات مراهقين سياسيين مثل حكام السعوديه والامارات والبحرين وغيرهم من المقاطعين,1,0,1,0,0,0,0,0,1,0,0
بجد المسلسل حلو اووي كل الحلقات هايله وتموت من الضحك سلطان بهجت 😍 😍,0,0,0,0,1,1,1,0,0,0,0
ينتابني خوف واحساس غريب عند مشاهدتي لصورهم القديمه اشعر بصوت ضحكاتهم يخرج الي المدي يرفرف يملاء المكان اشعر بالفزع اين ذهبو,0,0,0,1,0,0,0,0,1,0,0
هه غانم الدوسري ياجماعه انسان مجنون انا اعرف عنه كل شي شخص غير سوي,1,0,1,0,0,0,0,0,0,0,0
مب طبيعيه صارت تنرفزني المباريات😥,1,1,0,0,0,0,0,0,0,0,0
هه حماس اكبر من ارعب اليهود انتم مسلمين و لا ايش,1,0,1,0,0,0,0,0,0,0,0
شاكس وعش روح الدعابه والمرح مازح واترك عنك التضجر والترح وابتسم فوجهك حين يشرق باسما تحلو الحياه ويملا القلب الفرح,0,0,0,0,1,0,1,0,0,0,0
اتمني تاخذ جوله في ممر انهاء الخدمات لتسمع مدي تذمر المراجعين من ضياع الاوراق وغياب الموظفاتوكل يوم راجع بكره شيء محزن,1,0,0,0,0,0,0,0,1,0,0
تخيلو معي افني حياتي كلها لرجل اكوي واغسل واطبخ واحيانا تبني معه وفي النهايه بكل برود يهب حياته كلها لثانيه قشعريره مزعجه,1,0,1,0,0,0,0,0,0,0,0
محاكمه الخنزير الاسير صار اسما اكل هوا بامتياز عدمو وخلصونا 😡😡,1,0,1,0,0,0,0,0,0,0,0
انا اكره قصه الايرانيه اللي اقاموا عليها حد القصاص لانها قتلت ريال اعتدي عليها صج صج حسيت بالظلم اللي وقع عليها,1,0,1,0,0,0,0,0,0,0,0
السوري يحس بالفزع و الخوف منكم و من ضرباتكم الخ الخ الخ بتعرفوا ليش,0,0,0,1,0,0,0,0,0,0,0
يعني عشان ابويا يخرج مورينا السواد ولسه مخرجش ربنا يقتل الفرحه ف قلوب الظلمه وينتقم منهم يارب☝ حسبي الله ونعم الوكيل,1,0,0,0,0,0,0,0,1,0,0
ارتباك الجبير ايش دخل الجبير في مجي الجيش التركي ,1,0,0,0,0,0,0,0,0,0,0
يا اخي متي يخلص شهر ٧ العن خيره بطئ وكله بلاوي 😤,1,0,0,0,0,0,0,1,0,0,0
اليوفي صار سوق الجمعه لانديه اوروبا😡 كل نجوم الفريق تحت مجهر الانتقالات,1,0,0,0,0,0,0,1,1,0,0
احب رفقتك الي تمليني فرح دايما يا عسي ربي بالفرح يديمك ربي يحفظك 😢 💜 ❤️ يسلموو ياغناتي ماانحرم منك يارب,0,0,0,0,1,1,1,0,0,0,0
وكان الرافعي يصف حالي 😆 عندما قال فوالله ان الحب خير محاسني ووالله ان الحب شر عيوبي يشعر بالحماسه,0,0,0,0,0,1,1,1,0,0,0
شفت بعيني حاله غليان حقيقي في الشارع غضب شعبي كبير ايوه ولكن الخوف يسكن داخل الناس,1,0,0,1,0,0,0,0,0,0,0
⚽ 🏃 ⚽ متحمس كتير مدريدي لا تكلمني 💪 يارب نفووز 😎 ☺ حماسه,0,1,0,0,0,0,1,0,0,0,0
دي سقطه اخلاقيه جديد ي دكتور وقطر بكل كوادرها من داخلها و خارجها اصبحت تخيف المرتجفين و ابذين هم علي الباطل,1,0,0,1,0,0,0,1,0,0,0
ده انت الامل في العيون و النشوه ساعه الجنون❤,0,0,0,0,1,1,1,0,0,0,0
هاي مش فكاهه مهو نقد سياسي 😂 انت هناك منزل اشي ضمن كاتيجوري الفكاهه عاساس 🙊 🙊,0,0,0,0,1,0,0,0,0,1,0
لم اعرفك ياحزنيه ولكن وجهك وجمود دموعك في مقلتيك اثار شجني واغمضت عيني علي صورتك وانا اردد ربي النسيان لماالمي بها 💔,0,0,0,0,0,0,0,0,1,0,0
ميهمش اصل ساعت الضيق بتعرفك مين بايعك ومين شاريك😗😗,0,0,0,0,0,0,0,0,1,0,0
شفت انكم مدلعين مو وجه دراسه حتي ما تعرف الفرق بين السخريه والوصف,1,0,1,0,0,0,0,1,0,0,0
مرعوبه من امتحان بكره ده ديه اتقل ماده في الدرجات ادعولي والنبي 💔,0,1,0,1,0,0,0,0,0,0,0
ايمتي باقي الناس حتستوعب انو 😊 بعبر عن ابتسامه انما كميه نرفزه اكتر من 😡,1,0,1,0,0,0,0,1,1,0,0
ولي تصدق احلم فيها اوقات من كثر مو مرعوبه منها😭,0,0,0,1,0,0,0,0,0,0,0
يستفزني عندما اشاهد لقاء لرجل اعمال سعودي ملياردير ويقول ان بدات من الصفر واعتمدت علي نفسي ودي يقول لنا كم كذب وكم سرق وكم زور وكم,1,0,1,0,0,0,0,1,0,0,0
وانكتبلي اكون معاكي وابقي بيكي وابقي ليكي وابقي ضحكه تفوت ف حزنك تمحي كل دموع عنيكي 🌹,0,0,0,0,1,1,0,0,0,0,0
كان المرتجف مثلهم في الريح وبالكاد خرج منه صوت ما جئت لاكمل ولاجئت لانقض بل انا النقصان والانقاض والنقيض وديع سعاده ,0,0,0,1,0,0,0,0,0,0,0
الحياه مليئه بالحجاره👌فلا تتعثر بها✋😌بل اجمعها و فجخ بيها لي يقلقك باه يبرد قلبك,1,0,0,0,0,0,1,0,0,0,1
انا معك حزني يضيع انا معك كلي رضي ❤️,0,0,0,0,0,1,1,0,0,0,0
يبقي كدا بتريحه انا عاوزه يموت من الغيظ عشان يتعلم الا يخدع احد,1,0,1,0,0,0,0,0,0,0,0
اليٰ متيٰ الالم يغلب علي الفرح,0,0,0,0,0,0,0,1,1,0,0
بهجه امل ٤٧ صديقه اختي الصغيره تجيب السعاده و الله هه كيوت 💕 💕 🙈,0,0,0,0,1,1,1,0,0,0,0
التوسل والخوف اللي صابها ماشفته حتي بالافلام دامها ماهي علي غلط ليه كل الهستيريا والرعب اللي اصابها ,0,0,0,1,0,0,0,0,0,0,0
احنا ما نتبع البنت يوم زواجها احضر وافرح مافي اغلي من اختي صح لحظه فراق موجعه لمن تطلع اختك من البيت يوم زفافها اتمني يكون اجمل زفاف ❤,0,0,0,0,1,1,0,0,0,0,0
شفت فلم رعب بششكل ان شاء الله اقدر انام لان صراحه اي شي يخوف اذا نمت اشوفه بمنامي بدون ضحك بليز 🌚 🔪,0,0,0,1,0,0,0,0,0,0,0
في ٣٤٣ ماله مكان مستواه نازل كل لاعب ما يرضي بالاحتياط لذلك التذمر شيء متوقع,1,0,1,0,0,0,0,0,1,0,0
انت قلت شيء وبديت هالمصخره تحمل كل نقد لاذع يجيك وانا رايت نقده بناء لكن وش نرجوا من ناس مايهمها الا التفاهات ,1,1,1,0,0,0,0,0,0,0,0
لا لا لا ليس خوفا من الموت وانما من شتم والسب واتهام الاعراض من هذا خوفنا والله,1,0,0,1,0,0,0,0,1,0,0
طب ما لو كنت دكر كده كنت وقفتلهم انما انت اللي هربت زي الجاموسه الجبانه,1,0,1,0,0,0,0,0,0,0,0
كوني كما تكوني دائما عفويه مرحه شقيه طائشه محبه للحياه متانقه ذكيه قويه لا شيء يهزمك كوني اقوي مما يظن الجميع واقوي مما تظننين 👌 فرحه 💖,0,0,0,0,1,0,1,0,0,0,0
ياجماعه هذا مسوي عصابه لا تقل خطوره من داعش ايشششششش قااااعد يصير بالدنياااا,1,0,1,1,0,0,0,0,1,0,0
انت حد كويس ياض 😃 قالك الدنيا مش كده 😏 ,0,0,0,0,0,1,1,1,0,0,0
٤علي عصبيتي الا اني حنونه اذا عصبت علي احد وبكي قدامي احزن واضمه واحب الاطفال مرا بس مو الكل طبعا,1,1,0,0,0,1,1,0,1,0,0
